"session_ID","island_code","site_code","lat","long","session_year","session_date","start","end","flagged","DateTime_h","Longitude360","Latitude","tot_precip","wind_u","wind_v","wave_height","wave_dir","wave_period","tot_cloud","low_cloud","pressure","surface_pressure","sst","temp_c","dew_point","Moonup","MoonAltitude","Illu","wind_sp_mdnt","subisland_code","site_name","session_month","session_day","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","BPfreq_Y","BPfreq_N","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","org","notes","flagged_notes","moonT","moonT_std","moonIndex","moonIndex_std","wind_sp"
"2018-06-13_SCI_SR","SCI","SR",34.047666,-119.547674,2018,2018-06-13,2018-06-13 09:00:00,2018-06-14 02:02:00,"N",2018-06-14,240.452326,34.047666,0,4.18401799453652,0.0378348880078785,1.17200745403227,259.906767111101,9.13246308831507,0.0135809439519021,0.0135809439519021,100914.556560244,101012.558567821,289.733604952212,288.016192361607,286.96813851776,0,-31.7822122127967,0.00320101041763665,4.18418905612019,"SR","Scorpion Rock",6,13,3,2018-06-13 20:11:39,2018-06-14 01:29:39,2018-06-13 21:00:00,2018-06-14 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,302,269.65,13,13,0.043046357615894,0.0482106434266642,0.384615384615385,0.615384615384615,30,"12 x 2.6","ASSP","~100","JBL charge3 speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs",NA,12,12,0.00449879758835559,0.00449879758835559,4.18418905612019
"2018-06-13_SMI_PI","SMI","PI",34.056323,-120.332024,2018,2018-06-13,2018-06-13 20:53:00,2018-06-14 02:00:00,"N",2018-06-14,239.667976,34.056323,7.17966155589032e-07,5.82305587371095,-5.69352382429225,1.97130263098359,287.295005865398,8.66353999104946,0.17698716677094,0.17698716677094,100980.808271215,100923.946124472,286.987602840601,286.773303372233,285.578144909794,0,-31.5039412301597,0.00320101041763665,8.14396667761742,"PI","Prince Island",6,13,3,2018-06-13 20:14:49,2018-06-14 01:32:49,2018-06-13 20:53:00,2018-06-14 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,307,279.816666666667,14,14,0.0456026058631922,0.0500327595449401,0.428571428571429,0.571428571428571,NA,NA,NA,NA,NA,"USGS WERC","100DB; obs: EK, JA; AO and JM from Audubon present; first fly-by at 21:13, cloud cover = 100%, wind = 5-10kn, 30mm net",NA,1,1,0.00130383411865576,0.00130383411865576,8.14396667761742
"2018-07-06_SBI_ESP","SBI","ESP",33.482528,-119.041599,2018,2018-07-06,2018-07-06 21:06:00,2018-07-07 00:29:00,"N",2018-07-07,240.958401,33.482528,0,2.29763322022561,-4.51043557718349,1.94500002810986,276.011774918424,7.50819799780833,0,0,100829.756020822,101019.265768773,292.925764381113,296.44006343372,289.964169493745,0,-17.78488665927,0.401731826653577,5.06193120366198,"SBI","Elephant Seal Point",7,6,1,2018-07-06 20:10:41,2018-07-07 01:28:41,2018-07-06 21:06:00,2018-07-07 00:29:00,NA,NA,NA,NA,NA,NA,NA,NA,203,203,19,19,0.0935960591133005,0.0935960591133005,0.315789473684211,0.684210526315789,38,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Ended early due to wind. 3 bounce outs. ",NA,0,0,0,0,5.06193120366198
"2018-07-07_SBI_ESP","SBI","ESP",33.482528,-119.041599,2018,2018-07-07,2018-07-07 21:00:00,2018-07-08 02:00:00,"N",2018-07-08,240.958401,33.482528,0,0.0711869872014921,-1.04640069481633,1.33489997675534,254.595743709239,8.75158001326236,0.00747714891733936,0,101030.801387278,101227.188998291,293.314052722404,293.914013074311,292.53063486122,0,-23.7847789708304,0.298132668880651,1.04881933680635,"SBI","Elephant Seal Point",7,7,2,2018-07-07 20:10:30,2018-07-08 01:28:30,2018-07-07 21:00:00,2018-07-07 22:45:00,2018-07-07 23:45:00,2018-07-08 02:00:00,NA,NA,NA,NA,NA,NA,240,208.5,30,30,0.125,0.143884892086331,0.448275862068966,0.551724137931034,38,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Closed net 22:45-23:45 due to wind. 4 bounce-outs (unk when?).",NA,0,0,0,0,1.04881933680635
"2018-07-08_SBI_AP","SBI","AP",33.487622,-119.028535,2018,2018-07-08,2018-07-08 21:00:00,2018-07-09 01:05:00,"N",2018-07-09,240.971465,33.487622,0,1.06965151802768,1.63903846779724,1.20431541159091,238.665274396601,9.59769634811001,0.698243632978805,0,101191.076470061,101389.193698213,293.623016008315,293.816803879611,292.760128816452,0,-29.0605108455494,0.200713668812159,1.95719224118073,"SBI","Arch Point",7,8,1,2018-07-08 20:10:14,2018-07-09 01:28:14,2018-07-08 21:00:00,2018-07-09 00:35:00,2018-07-09 00:45:00,2018-07-09 01:05:00,NA,NA,NA,NA,NA,NA,235,235,20,20,0.0851063829787234,0.0851063829787234,0.368421052631579,0.631578947368421,38,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","6 bounce-outs. 0:35 speaker out of batteries, connected to external battery and charged for ten minutes. Light boat in Landing Cove at start. ",NA,0,0,0,0,1.95719224118073
"2018-07-10_SMI_PI","SMI","PI",34.056323,-120.332024,2018,2018-07-10,2018-07-10 20:48:00,2018-07-11 02:05:00,"N",2018-07-11,239.667976,34.056323,0,4.41742528745693,-3.86684535123194,1.49146037216857,284.81208198944,7.75427810121244,0.809386110814399,0.000442525140005812,101312.995299124,101256.984448675,291.175071761317,290.82970419677,287.623835532706,0,-35.2392172648531,0.0506030367673728,5.87078692686151,"PI","Prince Island",7,10,1,2018-07-10 20:16:23,2018-07-11 01:34:23,2018-07-10 20:48:00,2018-07-11 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,317,286.383333333333,12,12,0.0378548895899054,0.041901879764884,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,"USGS WERC","obs: AJD, PTL;  Clouds=15%; temp=65F; wind=5-10kts; moon=7% waning; wind blow from south 2330",NA,0,0,0,0,5.87078692686151
"2018-07-11_SCI_SR","SCI","SR",34.047666,-119.547674,2018,2018-07-11,2018-07-11 21:00:00,2018-07-12 02:00:00,"N",2018-07-12,240.452326,34.047666,4.48728847243091e-07,4.24982588406825,0.996670801297971,0.915444261654867,254.422041215859,7.35978605074421,0.847862908763524,0.139898982192178,101254.749089199,101353.593939313,293.880503151402,292.37116428415,289.623711428292,0,-35.1402875670931,0.0107248833446773,4.3651314677861,"SR","Scorpion Rock",7,11,1,2018-07-11 20:12:55,2018-07-12 01:30:55,2018-07-11 21:00:00,2018-07-12 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,300,270.916666666667,25,25,0.0833333333333333,0.0922792986773299,0.16,0.84,30,"12 x 2.6","ASSP","~100","JBL charge3 speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","5 bounce-outs",NA,0,0,0,0,4.3651314677861
"2018-07-11_SMI_PI","SMI","PI",34.056323,-120.332024,2018,2018-07-11,2018-07-11 20:40:00,2018-07-12 02:02:00,"N",2018-07-12,239.667976,34.056323,9.28868713793367e-06,4.87597336500682,-4.38555986170035,1.31578118476312,273.939188349688,7.63942253188525,1,1,101307.87838093,101251.438109426,290.831135917448,288.951830860591,287.744046652113,0,-35.085706232907,0.0107248833446773,6.55806766942924,"PI","Prince Island",7,11,2,2018-07-11 20:16:04,2018-07-12 01:34:04,2018-07-11 20:40:00,2018-07-12 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,322,294.066666666667,5,5,0.015527950310559,0.0170029471775108,0.4,0.6,NA,NA,NA,NA,NA,"USGS WERC","obs: AJD, PTL;  Clouds=85%, wind=7-12kn; temp=low60s-high50s; moon=2% waning; slight mist 21:46; flashlight check resulted in net avoidance unk spp 22:06",NA,0,0,0,0,6.55806766942924
"2018-08-06_SCI_SR","SCI","SR",34.047666,-119.547674,2018,2018-08-06,2018-08-06 22:05:00,2018-08-07 02:03:00,"N",2018-08-07,240.452326,34.047666,0,0.142181705464783,-0.871749344490264,1.1692189942995,285.359662844239,6.69127753036567,0,0,100687.307620779,100780.902165703,294.721398405272,295.98179151585,291.46050370734,0,-22.1488596660189,0.232941958633008,0.883268111610557,"SR","Scorpion Rock",8,6,1,2018-08-06 19:56:13,2018-08-07 01:14:13,2018-08-06 22:05:00,2018-08-07 02:03:00,NA,NA,NA,NA,NA,NA,NA,NA,238,189.216666666667,6,6,0.0252100840336134,0.031709680260724,0.333333333333333,0.666666666666667,30,"12 x 2.6","ASSP","~100","JBL charge3 speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","12 bounce-outs",NA,1,0,0.220661190762437,0,0.883268111610557
"2018-08-08_SCI_SR","SCI","SR",34.047666,-119.547674,2018,2018-08-08,2018-08-08 21:02:00,2018-08-09 02:00:00,"N",2018-08-09,240.452326,34.047666,0,2.53428228110325,1.28938646444445,0.855952971195303,226.720301972174,8.80718447713023,0.021454839546488,0.021454839546488,101246.248402522,101343.275168617,294.86277154735,292.806522606126,291.897635050638,0,-33.3658931105464,0.0677319868818471,2.84343175318249,"SR","Scorpion Rock",8,8,2,2018-08-08 19:54:18,2018-08-09 01:12:18,2018-08-08 21:02:00,2018-08-09 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,298,250.3,10,10,0.0335570469798658,0.0399520575309628,0.6,0.4,30,"12 x 2.6","ASSP","~100","JBL charge3 speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","4 bounce-outs",NA,0,0,0,0,2.84343175318249
"2018-08-09_SMI_PI","SMI","PI",34.056323,-120.332024,2018,2018-08-09,2018-08-09 20:40:00,2018-08-10 02:01:00,"N",2018-08-10,239.667976,34.056323,0,4.41580440347832,-2.10007229133347,1.2559195519953,208.127075613961,9.61348557869151,0.0653106068698213,0.00482199807730455,101404.439579105,101347.531661529,292.109262646062,290.028422691889,288.384612197484,0,-36.539391217024,0.0194142460419999,4.88974765796816,"PI","Prince Island",8,9,1,2018-08-09 19:56:28,2018-08-10 01:14:28,2018-08-09 20:40:00,2018-08-10 02:01:00,NA,NA,NA,NA,NA,NA,NA,NA,321,274.466666666667,38,38,0.118380062305296,0.138450327908671,0.567567567567568,0.432432432432432,NA,NA,NA,NA,NA,"USGS WERC","obs: AJD, PTL; clouds=10%; wind=0-3kts NW, up to 5-8kts by 2100; temp=70F; moon=3% waning; BNOW vocalization throughout night",NA,0,0,0,0,4.88974765796816
"2018-08-10_SMI_PI","SMI","PI",34.056323,-120.332024,2018,2018-08-10,2018-08-10 20:26:00,2018-08-11 02:00:00,"N",2018-08-11,239.667976,34.056323,0,3.01130843600933,-2.90800943794185,1.16479667144204,202.507056840854,9.23427122865634,0,0,101535.49870962,101479.4829418,292.564225186404,290.684584756112,288.84738297534,0,-37.165859673632,0.000243588405007045,4.18622710658892,"PI","Prince Island",8,10,2,2018-08-10 19:55:27,2018-08-11 01:13:27,2018-08-10 20:26:00,2018-08-11 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,334,287.45,25,25,0.0748502994011976,0.0869716472429988,0.56,0.44,NA,NA,NA,NA,NA,"USGS WERC","obs: AJD, PTL; clouds=0%; wind=0-3kts NW, ; moon=0% waning; BNOW vocalization ~2100; 1 squid and 2 fishing boats motored by",NA,0,0,0,0,4.18622710658892
"2018-08-11_SMI_PI","SMI","PI",34.056323,-120.332024,2018,2018-08-11,2018-08-11 20:30:00,2018-08-12 02:02:00,"N",2018-08-12,239.667976,34.056323,0,6.14869146501449,-2.93071411348424,1.26296850433318,240.561139578356,7.39163732798637,0.0917247798818916,0,101387.438205751,101330.892643783,292.639874894853,290.579043344723,288.554420911611,0,-35.3042646816829,0.0116121266211894,6.81142363584278,"PI","Prince Island",8,11,3,2018-08-11 19:54:26,2018-08-12 01:12:26,2018-08-11 20:30:00,2018-08-12 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,332,282.433333333333,11,11,0.0331325301204819,0.0389472441874189,0.727272727272727,0.272727272727273,NA,NA,NA,NA,NA,"USGS WERC","obs: AJD, PTL; clouds=0%; wind=0-3kts NW, ; moon phase = new moon; BNOW vocalization ~0000",NA,1,1,0.00763142728221916,0.00763142728221916,6.81142363584278
"2018-08-13_SBI_AP","SBI","AP",33.487622,-119.028535,2018,2018-08-13,2018-08-13 21:10:00,2018-08-14 02:10:00,"N",2018-08-14,240.971465,33.487622,0,4.14576513264123,-1.47848813552301,1.11806818607636,230.205405634803,8.24389202461516,0.0774266400134284,0.0140692475546671,101299.687185273,101499.088606122,294.986548433852,292.772499387981,289.622870791094,0,-26.9457626322631,0.116612689478024,4.40151061590292,"SBI","Arch Point",8,13,1,2018-08-13 19:46:13,2018-08-14 01:04:13,2018-08-13 21:10:00,2018-08-14 02:10:00,NA,NA,NA,NA,NA,NA,NA,NA,300,234.216666666667,13,13,0.0433333333333333,0.0555041628122108,0.615384615384615,0.384615384615385,38,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time. 2 bounce-outs.",NA,1,1,0.107367713973721,0.107367713973721,4.40151061590292
"2018-08-14_SBI_AP","SBI","AP",33.487622,-119.028535,2018,2018-08-14,2018-08-14 21:08:00,2018-08-15 01:50:00,"N",2018-08-15,240.971465,33.487622,0,4.8466353649939,-0.592656486669213,1.23772920920726,261.826226107465,7.26091295672125,0,0,101195.945795439,101394.869022096,294.889449741288,292.928034099501,290.146587765852,0,-20.377894177369,0.199966315374468,4.88273653522292,"SBI","Arch Point",8,14,2,2018-08-14 19:45:09,2018-08-15 01:03:09,2018-08-14 21:08:00,2018-08-15 01:50:00,NA,NA,NA,NA,NA,NA,NA,NA,282,235.15,8,8,0.0283687943262411,0.0340208377631299,0.75,0.25,38,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time. 3 bounce-outs.",NA,2,2,0.381224016150139,0.381224016150139,4.88273653522292
"2018-08-15_SBI_ESP","SBI","ESP",33.482528,-119.041599,2018,2018-08-15,2018-08-15 21:00:00,2018-08-16 02:11:00,"N",2018-08-16,240.958401,33.482528,0,2.21237472295052,0.055300023040485,1.14481167265039,253.06818354687,8.41028709823071,0.0351883783742542,0.0351883783742542,101385.395565021,101584.734402896,294.728812956513,293.41546877578,290.531599602833,0,-13.2692979715366,0.295394960416777,2.21306574852593,"SBI","Elephant Seal Point",8,15,1,2018-08-15 19:44:07,2018-08-16 01:02:07,2018-08-15 21:00:00,2018-08-16 02:11:00,NA,NA,NA,NA,NA,NA,NA,NA,311,242.116666666667,14,14,0.045016077170418,0.0578233633923039,0.692307692307692,0.307692307692308,38,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 bounce-out.   ",NA,2,2,0.570157534111056,0.570157534111056,2.21306574852593
"2017-05-25_SBI_AP","SBI","AP",33.487622,-119.028535,2017,2017-05-25,2017-05-25 21:25:00,2017-05-26 02:00:00,"N",2017-05-26,240.971465,33.487622,6.01351081960257e-05,2.33244613641174,0.247780707122122,1.00656549163312,238.777109870187,10.3888270446786,0.907405429325683,0.907405429325683,101241.555334717,101443.15695146,289.763758316868,288.668641367052,285.349106831755,0,-35.2657483226836,0.0034578398899075,2.34557034814222,"SBI","Arch Point",5,25,1,2017-05-25 19:57:58,2017-05-26 01:15:58,2017-05-25 21:25:00,2017-05-26 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,275,230.966666666667,14,14,0.0509090909090909,0.0606148073315052,0.714285714285714,0.285714285714286,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Light boat just outside Landing Cove, lighting up area, turned on ~12:30.",NA,0,0,0,0,2.34557034814222
"2017-05-26_SBI_ESP","SBI","ESP",33.482528,-119.041599,2017,2017-05-26,2017-05-26 21:00:00,2017-05-27 02:00:00,"N",2017-05-27,240.958401,33.482528,7.5742693529347e-06,2.43042445250106,-1.90866402527706,0.950230157869699,243.943426996771,9.16632329374759,0.596432331802298,0.596432331802298,101671.070669548,101873.283962851,289.678508738734,288.235692896673,284.501255813265,0,-27.2184615749566,0.0331490058470304,3.09030117961048,"SBI","Elephant Seal Point",5,26,1,2017-05-26 19:58:40,2017-05-27 01:16:40,2017-05-26 21:00:00,2017-05-27 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,300,256.666666666667,29,29,0.0966666666666667,0.112987012987013,0.620689655172414,0.379310344827586,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,NA,1,1,0.0278359866447659,0.0278359866447659,3.09030117961048
"2017-06-19_SCI_SR","SCI","SR",34.047666,-119.547674,2017,2017-06-19,2017-06-19 21:05:00,2017-06-20 02:05:00,"N",2017-06-20,240.452326,34.047666,3.78713467646735e-06,5.14367012882062,0.614997227530673,1.09737907809384,257.887092090585,7.64823627698944,0.759006912547877,0.759006912547877,101020.185691751,101118.43043295,290.829028523598,289.17471002354,288.251047010499,0,-33.1709343392378,0.204177752489121,5.18030539485772,"SR","Scorpion Rock",6,19,1,2017-06-19 20:13:37,2017-06-20 01:31:37,2017-06-19 21:05:00,2017-06-20 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,300,266.616666666667,27,27,0.09,0.101268987935238,0.185185185185185,0.814814814814815,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","7 bounce-outs ~21:30",NA,0,0,0,0,5.18030539485772
