"session_ID","island_code","subisland_code","site_code","site_name","lat","long","session_date","session_year","session_month","session_day","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","BPfreq_Y","BPfreq_N","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","org","notes","flagged","flagged_notes"
"2017-05-25_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2017-05-25,2017,5,25,1,2017-05-25 19:57:58,2017-05-26 01:15:58,2017-05-25 21:25:00,2017-05-26 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,275,230.966666666667,14,14,0.0509090909090909,0.0606148073315052,0.714285714285714,0.285714285714286,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Light boat just outside Landing Cove, lighting up area, turned on ~12:30.","N",NA
"2017-05-26_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2017-05-26,2017,5,26,1,2017-05-26 19:58:40,2017-05-27 01:16:40,2017-05-26 21:00:00,2017-05-27 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,300,256.666666666667,29,29,0.0966666666666667,0.112987012987013,0.620689655172414,0.379310344827586,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2017-06-19_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2017-06-19,2017,6,19,1,2017-06-19 20:13:37,2017-06-20 01:31:37,2017-06-19 21:05:00,2017-06-20 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,300,266.616666666667,27,27,0.09,0.101268987935238,0.185185185185185,0.814814814814815,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","7 bounce-outs ~21:30","N",NA
"2017-06-20_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2017-06-20,2017,6,20,2,2017-06-20 20:13:51,2017-06-21 01:31:51,2017-06-20 21:15:00,2017-06-21 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,165,165,8,8,0.0484848484848485,0.0484848484848485,0.375,0.625,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","7 bounce-outs. Ended early due to wind.","N",NA
"2017-06-22_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2017-06-22,2017,6,22,1,2017-06-22 20:10:39,2017-06-23 01:28:39,2017-06-22 20:30:00,2017-06-23 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,330,298.65,27,27,0.0818181818181818,0.0904068307383225,0.222222222222222,0.777777777777778,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","3 boats in Landing Cove","N",NA
"2017-08-20_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2017-08-20,2017,8,20,1,2017-08-20 19:40:57,2017-08-21 00:58:57,2017-08-20 20:37:00,2017-08-21 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,323,261.95,6,6,0.0185758513931889,0.0229051345676656,0.333333333333333,0.666666666666667,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs. Heard BNOW vocalize ~12:00.","N",NA
"2016-05-02_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-05-02,2016,5,2,1,2016-05-02 19:47:15,2016-05-03 01:05:15,2016-05-02 19:50:00,2016-05-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,370,315.25,56,56,0.151351351351351,0.177636796193497,0.517857142857143,0.482142857142857,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JF, EK. Clouds=0%, winds=5 knots.","N",NA
"2016-05-03_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-05-03,2016,5,3,2,2016-05-03 19:48:03,2016-05-04 01:06:03,2016-05-03 19:50:00,2016-05-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,370,316.05,38,38,0.102702702702703,0.120234140167695,0.447368421052632,0.552631578947368,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MJ, EK. Clouds=25%, winds= 5 knots.","N",NA
"2016-05-04_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-05-04,2016,5,4,1,2016-05-04 19:45:41,2016-05-05 01:03:41,2016-05-04 20:30:00,2016-05-05 01:51:00,NA,NA,NA,NA,NA,NA,NA,NA,321,273.683333333333,24,24,0.0747663551401869,0.0876925887582974,0.625,0.375,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time","N",NA
"2016-05-04_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-05-04,2016,5,4,3,2016-05-04 19:48:51,2016-05-05 01:06:51,2016-05-04 20:00:00,2016-05-05 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,360,306.85,37,37,0.102777777777778,0.120580087990875,0.594594594594595,0.405405405405405,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JF, EK. Clouds=1%, winds=<5 knots.","N",NA
"2016-05-05_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-05-05,2016,5,5,1,2016-05-05 19:43:24,2016-05-06 01:01:24,2016-05-05 21:30:00,2016-05-06 00:15:00,NA,NA,NA,NA,NA,NA,NA,NA,165,165,14,14,0.0848484848484849,0.0848484848484849,0.615384615384615,0.384615384615385,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Ended early due to wind.","N",NA
"2016-05-05_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-05-05,2016,5,5,2,2016-05-05 19:46:29,2016-05-06 01:04:29,2016-05-05 20:30:00,2016-05-06 02:07:00,NA,NA,NA,NA,NA,NA,NA,NA,337,274.483333333333,12,12,0.0356083086053412,0.0437185014269234,0.75,0.25,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 bounce-out at 21:40.","N",NA
"2016-05-07_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-05-07,2016,5,7,1,2016-05-07 19:44:59,2016-05-08 01:02:59,2016-05-07 22:01:00,2016-05-08 01:56:00,NA,NA,NA,NA,NA,NA,NA,NA,235,181.983333333333,17,17,0.0723404255319149,0.0934151479073177,0.764705882352941,0.235294117647059,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time","N",NA
"2016-06-01_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-06-01,2016,6,1,1,2016-06-01 20:02:31,2016-06-02 01:20:31,2016-06-01 21:00:00,2016-06-02 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,305,260.516666666667,16,16,0.0524590163934426,0.061416416096219,0.375,0.625,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Captured Jouanin's petrel","N",NA
"2016-06-01_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-06-01,2016,6,1,1,2016-06-01 20:06:00,2016-06-02 01:24:00,2016-06-01 20:25:00,2016-06-02 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,335,299,17,17,0.0507462686567164,0.0568561872909699,0.8125,0.1875,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","13 bounce-outs. Heard BNOW at 22:30. Misting 22:30. 00:30 seems easier for birds to get out of net. ","N",NA
"2016-06-02_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-06-02,2016,6,2,2,2016-06-02 20:03:05,2016-06-03 01:21:05,2016-06-02 21:00:00,2016-06-03 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,305,261.083333333333,20,20,0.0655737704918033,0.07660389403128,0.5,0.5,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs","N",NA
"2016-06-02_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-06-02,2016,6,2,2,2016-06-02 20:06:35,2016-06-03 01:24:35,2016-06-02 20:57:00,2016-06-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,303,267.583333333333,21,21,0.0693069306930693,0.0784802242292122,0.5,0.5,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs. ","N",NA
"2016-06-03_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-06-03,2016,6,3,1,2016-06-03 20:03:41,2016-06-04 01:21:41,2016-06-03 20:46:00,2016-06-04 01:46:00,NA,NA,NA,NA,NA,NA,NA,NA,300,275.683333333333,27,27,0.09,0.0979384559579229,0.62962962962963,0.37037037037037,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time recorded, used last capture time.","N",NA
"2016-06-03_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-06-03,2016,6,3,3,2016-06-03 20:07:09,2016-06-04 01:25:09,2016-06-03 20:45:00,2016-06-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,315,280.15,15,15,0.0476190476190476,0.0535427449580582,0.6,0.4,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-06-03_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-06-03,2016,6,3,1,2016-06-03 20:10:19,2016-06-04 01:28:19,2016-06-03 20:51:00,2016-06-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,309,277.316666666667,45,45,0.145631067961165,0.162269367149468,0.422222222222222,0.577777777777778,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, MC. Clouds=100%, winds=<5 knots. First sighting 21:04","N",NA
"2016-06-04_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-06-04,2016,6,4,2,2016-06-04 20:04:14,2016-06-05 01:22:14,2016-06-04 21:00:00,2016-06-05 00:03:00,NA,NA,NA,NA,NA,NA,NA,NA,183,183,12,12,0.0655737704918033,0.0655737704918033,0.666666666666667,0.333333333333333,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Ended early due to wind. 1 ASSP bounce-out 23:06. Vision dive boat in cove.","N",NA
"2016-06-04_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-06-04,2016,6,4,2,2016-06-04 20:10:52,2016-06-05 01:28:52,2016-06-04 20:50:00,2016-06-05 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,310,278.866666666667,25,25,0.0806451612903226,0.0896485775759023,0.541666666666667,0.458333333333333,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, MC. Clouds=100%, winds=<5 knots. First sighting 21:10. High overcast, brighter night than 6/3. BNOW vocal at 01:00.","N",NA
"2016-06-05_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-06-05,2016,6,5,3,2016-06-05 20:11:24,2016-06-06 01:29:24,2016-06-05 20:46:00,2016-06-06 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,314,283.4,20,20,0.0636942675159236,0.0705716302046577,0.3,0.7,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, MC. First sighting 21:09.","N",NA
